timestamp,jetson_rpi_lat,jetson_rpi_lng,previous_jetson_rpi_lat,previous_jetson_rpi_lng,gps_lat,gps_lng,previous_gps_lat,previous_gps_lng,magnetometer_x,magnetometer_y,magnetometer_z,accelerometer_x,accelerometer_y,accelerometer_z,gyro_x,gyro_y,gyro_z,angle_x,angle_y,angle_z,heading_cmps14,heading_witmotion,heading_kvh,velocity,distance,altitude,delta_lat,delta_lng,meters_between_current_gps_and_current_rpi_coordinates,meters_between_current_gps_and_previous_gps_coordinates,meters_between_current_rpi_and_previous_rpi_coordinates,compass_heading_between_previous_gps_and_current_gps_coordinates,compass_heading_between_previous_rpi_and_current_rpi_coordinates,compass_heading_from_current_rpi_pointing_toward_current_gps_coordinates,difference_in_heading_from_previous_heading,direction_change_in_heading_from_previous_heading,angular_speed_from_previous_heading_in_degrees_per_second,consecutive_heading_changes_in_same_direction,time_delta_between_previous_heading_and_current_heading,difference_between_gps_heading_and_kvh_heading,average_difference_between_gps_heading_and_kvh_heading,doppler_distance_vs_gps_distance,raw_kvh_heading,heading_change_average,skipped_heading_count,imu_kvh_sync_heading,
1650048281958,38.38845630130091,-76.43608898880294,38.38817976681936,-76.4361298976029,38.38841826407105,-76.43601000698638,38.38842158754151,-76.43601665936885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9349956120628935,4.2,0.5713008493518104,50.03,-3.8037229863618904e-05,7.898181655718872e-05,8.089708480060631,0.6883994100755044,30.90376035658225,122.51,6.614095913927656,121.56741702223871,0.0,right,0.1,0,0.306231,240.4249956120629,105.14073460014177,0,3.0920976870126324,0,0,2.892172865322607,
1650048318259,38.388458465238884,-76.43608884449931,38.38845630130091,-76.43608898880294,38.388321708206384,-76.43593516569021,38.38841826407105,-76.43601000698638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7420963649294143,1.8,0.24121591417076438,49.4,-0.00013675703250015658,0.0001536788090987784,20.26622479958452,12.555132656583233,0.2405360522622998,148.72,2.99209633654624,138.62615892963743,-0.2,left,0.6,0,0.306829,214.0220963649294,128.7826452039976,0,2.6920961334155855,0,0,2.8920965964432526,
1650048318561,38.38845994596084,-76.43608874906221,38.388458465238884,-76.43608884449931,38.38833170082817,-76.4359401552293,38.388321708206384,-76.43593516569021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5920961334155836,1.2,0.16504246759052302,49.49,-0.00012824513267162274,0.0001485938329039982,19.26638119188581,1.1918036825049667,0.16457717703700703,338.63,2.8920968536410214,137.75459823547715,-0.2,left,0.5,1,0.314017,23.96209613341557,150.15126431478615,0,2.592096133415584,0,0,2.8920965964432526,
1650048318865,38.388462451775844,-76.4360885869953,38.38845994596084,-76.43608874906221,38.38833503170189,-76.43594181840871,38.38833170082817,-76.4359401552293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7587628272599531,2.1,0.27930263746088513,49.36,-0.0001274200739516118,0.00014676858658901892,19.091339371721876,0.3972678581620135,0.2785152409690412,338.63,2.9020966997589994,137.922943887484,-0.8,left,2.8,2,0.301908,23.128762827259948,152.0545520205206,0,1.292095818363478,0,0,2.9020965964432435,
1650048319169,38.38846615351522,-76.436088346754,38.388462451775844,-76.4360885869953,38.3883416959104,-76.43594348169131,38.38833503170189,-76.43594181840871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1920950220659487,3.0,0.4126061689763076,49.27,-0.0001244576048193835,0.00014486506269406618,18.736263333116888,0.753890550192724,0.4114430018159405,348.93,2.9120964758152468,137.62441600552995,-1.6,left,5.1,3,0.304259,11.262095022065921,153.16984001375755,0,359.8920944963922,0,0,2.922096596443282,
1650048319471,38.38847150660843,-76.43608799456011,38.38846615351522,-76.436088346754,38.3883466909899,-76.43594680799774,38.3883416959104,-76.43594348169131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.8320943499798,4.4,0.5966919982118909,49.61,-0.00012481561853405765,0.00014118656237371852,18.5503477309055,0.6260148927873702,0.5950100559796512,332.44,2.9520966315813553,138.43893811630232,-0.4,left,1.2,4,0.303675,27.3920943499798,153.80146129284375,0,359.4920933535469,0,0,2.9820965964432844,
1650048319774,38.38847851080573,-76.4360875243526,38.38847150660843,-76.43608799456011,38.38835168606895,-76.43595013430355,38.3883466909899,-76.43594680799774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.67542725454217,5.8,0.7807778274474741,49.23,-0.0001268247367818276,0.00013739004904778085,18.500598964950566,0.6260148145286388,0.7785773406814627,332.44,3.0120966356669214,139.66483236152436,-0.2,left,0.5,5,0.301772,27.235427254542174,154.6090825457897,0,359.59209335354694,0,0,3.012096596443257,
1650048320076,38.38848739351659,-76.4360869121679,38.38847851080573,-76.4360875243526,38.388358350277024,-76.43595179758545,38.38835168606895,-76.43595013430355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.81709273867386,7.3,0.990254805543138,50.16,-0.00012904323956774988,0.0001351145824486366,18.561613809986856,0.7538904876625432,0.9874645541984308,348.93,3.092096540313719,140.62434244452362,0.1,right,0.5,0,0.303641,10.887092738673857,136.87040798471168,0,359.9920918531372,0,0,3.11209659644328,
1650048320383,38.38849792669581,-76.43608616741538,38.38848739351659,-76.4360869121679,38.388366678690424,-76.43595512399376,38.388358350277024,-76.43595179758545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.958758307334,8.7,1.1743406347787215,49.19,-0.00013124800538832915,0.00013104342161796012,18.529269390696438,0.9690890416992238,1.1710324234720655,342.62,3.172096597473569,141.95333007575744,0.1,right,0.5,1,0.301763,17.33875830733399,110.65890002975534,0,0.19208766505888342,0,0,3.2320965964432844,
1650048320689,38.38851073631542,-76.43608523881568,38.38849792669581,-76.43608616741538,38.38836834535793,-76.43595512404544,38.388366678690424,-76.43595512399376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046636206573809035,10.4,1.428252123379526,49.49,-0.00014239095748536101,0.0001301147702434946,19.46930215944643,0.18500649204319844,1.4242295509134786,360.0,3.2520965840420217,144.3881267849423,0.1,right,0.3,2,0.306782,0.04663620657379397,86.86855872103004,0,0.49208488396459416,0,0,3.272096596443248,
